image_name,resized_size,patch_size,kernel_dim,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,diff_patch_mbs,aspect_ratio,mae,mre,qual_score,f1_otm,f1_gmns,f1_hdbscan
Image_2944,384,64,3,37,59,48,7.86,16,1.59,0,0.0,0.4,0.894,0.929,0.419
Image_2943,384,64,3,58,60,59,1.65,5,1.03,11,0.59,0.31,0.766,0.766,0.926
Image_2942,384,64,3,48,48,48,1.03,16,1.0,7,0.38,0.3,0.817,0.837,0.78
Image_2941,384,64,3,86,82,84,10.9,20,1.05,5,0.22,0.72,0.811,0.872,0.381
Image_2939,384,64,3,24,32,28,4.29,36,1.33,13,0.33,0.38,0.838,0.838,0.605
Image_2938,384,64,3,79,68,74,15.61,10,1.16,1,0.12,0.57,0.814,0.814,0.941
Image_2937,384,64,3,44,44,44,12.12,20,1.0,31,0.65,0.29,0.752,0.752,0.098
Image_2936,384,64,3,84,54,69,12.91,5,1.56,3,0.15,0.44,0.908,0.908,0.913
Image_2935,384,64,3,83,41,62,2.41,2,2.02,1,0.08,0.48,0.96,0.96,1.0
Image_2933,384,64,3,53,36,44,10.11,20,1.47,56,0.55,0.63,0.616,0.616,0.235
Image_2932,384,64,3,94,54,74,11.58,10,1.74,10,0.65,0.3,0.75,0.75,0.718
Image_2931,384,64,3,59,49,54,26.1,10,1.2,4,0.08,0.44,0.779,0.932,0.436
Image_2930,384,64,3,35,46,40,4.48,24,1.31,14,0.19,0.54,0.879,0.887,0.261
Image_2929,384,64,3,37,35,36,2.45,28,1.06,4,0.05,0.48,0.904,0.918,0.099
Image_2927,384,64,3,30,46,38,4.29,26,1.53,13,0.36,0.35,0.837,0.816,0.343
Image_2926,384,64,3,94,53,74,6.51,10,1.77,1,0.04,0.42,0.887,0.957,0.909
Image_2924,384,64,3,47,45,46,2.54,18,1.04,13,0.19,0.44,0.893,0.893,0.138
Image_2923,384,64,3,53,34,44,8.82,20,1.56,34,0.65,0.4,0.748,0.748,0.151
Image_2922,384,64,3,75,66,70,14.52,6,1.14,6,0.44,0.26,0.813,0.813,0.973
Image_2921,384,64,3,67,55,61,12.4,3,1.22,6,0.28,0.32,0.875,0.875,0.773
Image_2920,384,64,3,40,79,60,10.44,4,1.98,6,0.31,0.65,0.733,0.733,0.381
Image_2918,384,64,3,47,49,48,1.7,16,1.04,11,0.3,0.5,0.82,0.82,0.677
Image_2916,384,64,3,17,18,18,2.78,46,1.06,3,0.02,0.54,0.885,0.81,0.038
Image_2915,384,64,3,45,48,46,3.97,18,1.07,24,0.64,0.38,0.755,0.755,0.253
Image_2914,384,64,3,33,76,54,3.09,10,2.3,0,0.0,0.32,0.902,0.833,0.486
Image_2913,384,64,3,69,72,70,7.9,6,1.04,11,2.44,0.43,0.421,0.421,0.696
Image_2912,384,64,3,34,36,35,1.03,29,1.06,2,0.03,0.42,0.943,0.928,0.177
Image_2910,384,64,3,49,177,113,1.35,49,3.61,5,0.26,0.66,0.813,0.813,0.522
Image_2908,384,64,3,44,53,48,4.41,16,1.2,5,0.18,0.33,0.903,0.918,0.862
Image_2248,384,64,3,38,56,47,2.96,17,1.47,4,0.07,0.41,0.882,0.925,0.262
Image_2225,384,64,3,94,109,102,13.89,38,1.16,5,0.34,0.51,0.848,0.848,0.417
Image_2209,384,64,3,100,148,124,8.56,60,1.48,3,0.35,0.6,0.842,0.842,0.533
Image_2203,384,64,3,64,100,82,8.41,18,1.56,3,0.15,0.48,0.927,0.927,0.514
Image_2195,384,64,3,122,115,118,8.88,54,1.06,4,0.42,0.68,0.818,0.818,0.267
Image_2177,384,64,3,79,128,104,7.82,40,1.62,6,0.28,0.41,0.875,0.856,0.364
Image_2165,384,64,3,81,104,92,3.98,28,1.28,4,0.14,0.45,0.902,0.923,0.286
Image_2155,384,64,3,101,95,98,3.77,34,1.06,5,0.37,0.56,0.839,0.839,0.364
Image_2152,384,64,3,72,127,100,26.52,36,1.76,10,0.8,0.34,0.706,0.684,0.37
Image_2142,384,64,3,76,87,82,15.41,18,1.14,2,0.05,0.5,0.958,0.928,0.158
Image_2141,384,64,3,83,109,96,7.47,32,1.31,4,0.53,0.38,0.778,0.778,0.308
Image_2138,384,64,3,53,83,68,7.41,4,1.57,12,0.69,0.33,0.739,0.739,0.585
Image_2140,384,64,3,77,73,75,17.72,11,1.05,2,0.1,0.46,0.95,0.926,0.552
Image_2051,384,64,3,102,56,79,9.09,15,1.82,4,0.21,0.65,0.882,0.882,0.235
Image_2036,384,64,3,76,51,64,4.55,0,1.49,4,0.17,0.73,0.881,0.791,0.714
Image_2035,384,64,3,108,40,74,5.26,10,2.7,8,0.22,0.78,0.759,0.714,0.499
Image_2026,384,64,3,83,58,70,4.52,6,1.43,2,0.14,0.83,0.866,0.933,0.968
Image_2019,384,64,3,119,81,100,5.13,36,1.47,12,0.45,0.82,0.7,0.7,0.364
Image_2018,384,64,3,34,73,54,4.33,10,2.15,31,0.31,0.68,0.739,0.807,0.203
Image_2011,384,64,3,55,35,45,2.34,19,1.57,70,0.47,0.7,0.693,0.693,0.049
Image_2009,384,64,3,29,22,26,0.94,38,1.32,202,0.5,0.75,0.662,0.662,0.02
Image_2008,384,64,3,51,46,48,2.13,16,1.11,48,0.53,0.79,0.636,0.636,0.133
Image_2007,384,64,3,41,36,38,13.34,26,1.14,57,0.34,0.66,0.787,0.75,0.119
Image_2005,384,64,3,31,24,28,0.47,36,1.29,136,0.49,0.77,0.673,0.673,0.028
Image_2004,384,64,3,35,22,28,1.89,36,1.59,174,0.43,0.72,0.72,0.72,0.018
Image_1493,384,64,3,17,28,22,1.32,42,1.65,49,2.65,0.29,0.424,0.418,0.029
Image_1463,384,64,3,31,37,34,6.78,30,1.19,0,0.0,0.34,0.957,0.857,0.0
Image_1461,384,64,3,15,23,19,1.67,45,1.53,50,1.01,0.38,0.653,0.633,0.075
Image_1456,384,64,3,15,21,18,2.32,46,1.4,28,0.18,0.5,0.875,0.85,0.081
Image_1130,384,64,3,15,10,12,1.7,52,1.5,55,0.47,0.89,0.366,0.256,0.0
Image_1106,384,64,3,31,28,30,5.92,34,1.11,25,0.34,0.67,0.63,0.535,0.19
Image_998,384,64,3,34,42,38,2.51,26,1.24,5,0.17,0.62,0.792,0.766,0.4
Image_996,384,64,3,59,78,68,8.63,4,1.32,1,0.05,0.62,0.882,0.774,0.85
Image_993,384,64,3,59,75,67,11.75,3,1.27,1,0.05,0.5,0.875,0.941,0.97
Image_991,384,64,3,18,29,24,1.05,40,1.61,70,0.43,0.72,0.685,0.664,0.042
Image_990,384,64,3,19,27,23,0.94,41,1.42,58,0.34,0.71,0.72,0.734,0.035
Image_989,384,64,3,27,82,54,8.61,10,3.04,5,0.07,0.5,0.862,0.787,0.11
Image_988,384,64,3,57,114,86,2.34,22,2.0,10,0.44,0.56,0.706,0.706,0.4
Image_985,384,64,3,30,46,38,6.6,26,1.53,19,0.26,0.68,0.748,0.759,0.07
Image_907,384,64,3,48,125,86,11.0,22,2.6,25,0.46,0.73,0.541,0.633,0.121
Image_906,384,64,3,13,28,20,3.02,44,2.15,55,0.3,0.61,0.71,0.725,0.0
Image_701,384,64,3,40,73,56,2.83,8,1.82,10,0.14,0.48,0.88,0.871,0.095
Image_693,384,64,3,61,84,72,2.03,8,1.38,2,0.1,0.46,0.944,0.944,0.612
Image_680,384,64,3,53,145,99,4.26,35,2.74,4,0.24,0.54,0.815,0.857,0.8
Image_349,384,64,3,51,100,76,2.28,12,1.96,4,0.11,0.48,0.906,0.906,0.098
Image_342,384,64,3,49,64,56,21.39,8,1.31,1,0.02,0.52,0.915,0.886,0.147
Image_336,384,64,3,35,45,40,4.14,24,1.29,101,0.86,0.91,0.241,0.241,0.0
Image_330,384,64,3,84,111,98,8.1,34,1.32,13,0.34,0.6,0.794,0.794,0.148
Image_317,384,64,3,16,25,20,3.57,44,1.56,22,0.6,0.81,0.531,0.5,0.141
Image_313,384,64,3,83,125,104,10.78,40,1.51,30,0.56,0.69,0.605,0.605,0.16
Image_293,384,64,3,45,72,58,6.54,6,1.6,9,0.18,0.44,0.889,0.864,0.327
Image_291,384,64,3,54,99,76,11.11,12,1.83,8,1.23,0.61,0.566,0.566,0.843
Image_286,384,64,3,53,87,70,13.14,6,1.64,6,0.36,0.57,0.769,0.769,0.286
Image_2,384,64,3,50,82,66,1.94,2,1.64,6,0.41,0.6,0.727,0.727,0.769
